unique_id,Statement,Resource,LoE/GoR,Consensus,Type,Section
b0f02f2e-c93f-4ffb-bca2-405abd9c0d61," CIPN is frequent and potentially dose-limiting. Risk factors for neuropathy and pre-existing neuropathy need to be identified.
No medical prevention can currently be recommended.
Drug-related factors (dosing, timing, route) can lower the risk of CIPN.
The use of tight gloves and socks during ChT may help reduce the incidence and severity of CIPN.
There are limited evidence-based treatments for CIPN, with tricyclic antidepressants, serotonin-noradrenaline reuptake inhibitors, duloxetine, pregabalin and gabapentin being most often used.
High-quality studies are needed to evaluate strategies for the prevention and management of CIPN.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.","II/C
I/C
II/B",100%,Management of CIPN,Supportive and palliative care
c977a093-0cb6-497e-834a-3079a0004124," HFS is also described as palmar-plantar erythrodysesthaesia syndrome. Most frequent causes are capecitabine, pegylated liposomal doxorubicin and multikinase inhibitors.
Patients should be instructed about early recognition of HFS.
Drug-related factors (dosing, timing, route) can lower the risk of HFS.
Treatment of hyperkeratosis/fungal infections, comfortable shoes and avoidance of friction and heat are recommended.
Intensive skin care of hands and feet (urea cream/ointment) is recommended.
High-quality studies are needed to evaluate strategies for the prevention and management of HFS.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.","Expert opinion/A
II/A",100%,Management of HFS,Supportive and palliative care
0cf68571-2f6a-486b-ae65-46a8020076df," Systemic hormone therapy is generally not recommended to treat postmenopausal symptoms in ABC patients, particularly not in ER-positive disease.
Valid alternatives are:*For postmenopausal symptoms in general: mind-body interventions, physical training and CBT are effective non-pharmacological treatment options.*For hot flushes: venlafaxine, oxybutynin, gabapentin, clonidine and acupuncture are available options.*For sleep disturbances: melatonin.There is no convincing evidence that phytotherapeutic drugs improve postmenopausal symptoms. Possible drug interactions must be considered.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.","I/D
I/B
I/B
II/C
I/D",100%,Management of postmenopausal symptoms,Supportive and palliative care
e83a9b1a-2555-4350-8e31-26120c1deed1," Sexuality is an experience on many levels and is not confined to the act of intercourse. Sexuality remains important for many ABC patients. ABC patients frequently experience impaired sexual health and need specific attention. Openly addressing misconceptions and sexual challenges after treatment, as well as educating patients, have been shown to improve QoL. When life expectancy is limited, physical contact, affection, emotional communication and comfort are particularly important. Standardised instruments (questionnaires) may help to assess the grade of impairment.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",Expert opinion/n/a,100%,Sexual health,Supportive and palliative care
243443c4-a59c-4751-8b34-11cde66f3798," Dyspareunia is often caused by vaginal dryness.
The first choice for treating vaginal dryness and soreness are hormone-free lubricants and moisturisers (e.g. water-based gel, hyaluronic acid gel).
If hormone-free measures are not effective, low-dose estrogen-containing vaginal medication may be used.
The value of local testosterone application and of invasive measures like vaginal laser or hyaluronic acid injections is still unclear.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.","II/B
II/B","100%
100%",Dyspareunia,Supportive and palliative care
60f42388-ec63-4fe3-89ed-085082d659bd,Alternative therapies (i.e. therapies used instead of scientifically-based medicines) are not recommended in any phase or stage of cancer treatment.,"Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",n/a/E,100%,Guideline statement,Integrative medicine
e30c747d-fac9-4927-afa3-b0ecf7a154de,"Breast cancer centres/units/departments should be aware that the majority of their patients would like to be informed about CIM and that many of them are using it. Physicians should actively ask for information about its use in view of the potential deleterious interactions with specific anticancer therapies. If complementary therapies are not available at the centre, certified contacts should be available to promote referral to practitioners qualified in the therapies people are interested in receiving.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",Expert opinion/C,100%,Guideline statement,Integrative medicine
0dd5af85-05ff-4c74-96d9-d2ac24cebb40,"Some complementary therapies have the potential to reduce disease symptom burden and/or side-effects of anticancer therapies, and therefore improve the QoL of ABC patients.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",Expert opinion/C,100%,Guideline statement,Integrative medicine
c1ad53bb-1190-4f83-8fda-448334b35523,"Evidence suggests beneficial effects of the following methods, which can therefore be used:*Physical exercise/sport (equivalent to 3-5 hours of moderate walking per week) improves QoL, cardiorespiratory fitness, physical performance and fatigue, and it may also improve DFS and OS.*MBSR programmes, hypnosis and yoga may improve QoL and fatigue, and help reduce anxiety, distress and some side-effects of anticancer therapies.*Acupuncture may help against ChT-induced nausea and vomiting, fatigue and hot flushes.","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",I/B,100%,Guideline statement,Integrative medicine
0923ac16-bcb3-4f03-b9c2-6acd1f80b705,"Methods with no or unfavourable effects
The following methods of alternative medicine are not recommended in ABC since available evidence shows no effect at best, or even association with worse outcome:*Antioxidant supplements*Drugs outside the approved indication (e.g. methadone)*Herbs including Chinese herbal medicine*Orthomolecular substances (selenium, zinc, etc.)*Oxygen and ozone therapy*Proteolytic enzymes, thymic peptides*Phytoestrogens (soy food, isoflavones)*High-dose vitamins (vitamin C, D, E, carotenoids, etc.)*L-carnitine, laetrile","Cardoso, F., Paluch-Shimon, S., Senkus, E., Curigliano, G., Aapro, M.S., Andre, F., Barrios, C.H., Bergh, J., Bhattacharyya, G.S., Biganzoli, L., Boyle, F., Cardoso, M., Carey, L.A., Cortes, J., Saghir, N.S., Elzayat, M., Eniu, A., Fallowfield, L., Francis, P.A., Gelmon, K., Gligorov, J., Haidinger, R., Harbeck, N., Hu, X., Kaufman, B., Kaur, R., Kiely, B.E., Kim, S., Lin, N.U., Mertz, S.A., Neciosup, S., Offersen, B.V., Ohno, S., Pagani, O., Prat, A., Penault-Llorca, F., Rugo, H.S., Sledge, G.W., Thomssen, C., Vorobiof, D.A., Wiseman, T., Xu, B., Norton, L., Costa, A., & Winer, E.P. (2020). 5th ESO-ESMO international consensus guidelines for advanced breast cancer (ABC 5). Annals of Oncology, 31, 1623 - 1649.",II/E,100%,Guideline statement,Integrative medicine
243fd947-fc5d-49f5-8be1-e410d5c12f00,"Breast tissue is composed of lobules that are glands involved in milk production, ducts that connect the lobules to the nipple and connective tissue, fatty tissue, and lymphatic tissue.","Lakshmanaswamy, R. Approaches to Understanding Breast Cancer. First edition. London, United Kingdom: Academic Press is an imprint of Elsevier, 2017. Print.",,,,
9775de32-9112-4658-9a6c-ec4b4ef9d6d7,"Breast cancer occurs when there is an unregulated growth of cells within any of the components of the breast, although this occurs most commonly in the lobules.","Lakshmanaswamy, R. Approaches to Understanding Breast Cancer. First edition. London, United Kingdom: Academic Press is an imprint of Elsevier, 2017. Print.",,,,
55e8bd89-2233-462a-abb0-e511800029d1,"Although significantly less common, breast cancer can also occur among males.","Lakshmanaswamy, R. Approaches to Understanding Breast Cancer. First edition. London, United Kingdom: Academic Press is an imprint of Elsevier, 2017. Print.",,,,
21163b4a-a2e3-462a-ab0c-06e51d86db50,Breast cancer develops over time and may go through an in situ phase.,"Lakshmanaswamy, R. Approaches to Understanding Breast Cancer. First edition. London, United Kingdom: Academic Press is an imprint of Elsevier, 2017. Print.",,,,
1bc62e32-fb08-4847-9b60-75840b63a625,Breast cancer incidence and mortality increase proportionally with age.,"Lakshmanaswamy, R. Approaches to Understanding Breast Cancer. First edition. London, United Kingdom: Academic Press is an imprint of Elsevier, 2017. Print.",,,,
68e22295-ec58-41fb-a491-c65dbfa5e93a,"Although the overall incidence of breast cancer is slightly lower in black women than in white women, black women have the highest 5 year breast cancer mortality rate for each known stage at diagnosis.","Lakshmanaswamy, R. Approaches to Understanding Breast Cancer. First edition. London, United Kingdom: Academic Press is an imprint of Elsevier, 2017. Print.",,,,
4dbf08c7-a0c4-4f59-b4dc-be2feff58473,Younger age at menarche and older age at menopause increases breast cancer risk.,"Lakshmanaswamy, R. Approaches to Understanding Breast Cancer. First edition. London, United Kingdom: Academic Press is an imprint of Elsevier, 2017. Print.",,,,
cb4cc56b-727f-4e12-ba10-0378901be7ee,"Women with a history of breast cancer are at higher risk of developing the disease again, especially if the initial age at diagnosis was less than 40 years of age.","Lakshmanaswamy, R. Approaches to Understanding Breast Cancer. First edition. London, United Kingdom: Academic Press is an imprint of Elsevier, 2017. Print.",,,,
7b476f49-4fef-4f9b-97ad-1ac982718e73,"Delayed childbearing, smaller family size, decreased duration of breastfeeding,and hormonal contraceptives have been linked to increased breast cancer risk.","Lakshmanaswamy, R. Approaches to Understanding Breast Cancer. First edition. London, United Kingdom: Academic Press is an imprint of Elsevier, 2017. Print.",,,,
b950411f-1e4c-47e9-a167-8b4762d44c52,Combined estrogen and progestin therapy increases the risk of developing breast cancer.,"Lakshmanaswamy, R. Approaches to Understanding Breast Cancer. First edition. London, United Kingdom: Academic Press is an imprint of Elsevier, 2017. Print.",,,,
b85a6359-118b-456c-bf9d-43164c864e6d,Based on current available information there is evidence to suggest that smoking prior to menopause increases breast cancer risk.,"Lakshmanaswamy, R. Approaches to Understanding Breast Cancer. First edition. London, United Kingdom: Academic Press is an imprint of Elsevier, 2017. Print.",,,,
afacd8d2-9f2b-48f4-9f25-9cffba93ca19,Alcohol consumption has been linked to increased breast cancer risk.,"Lakshmanaswamy, R. Approaches to Understanding Breast Cancer. First edition. London, United Kingdom: Academic Press is an imprint of Elsevier, 2017. Print.",,,,
9b39ed50-315c-4d77-ab11-94d619ea78ac,Breast cancer risk is decreased in women performing regular physicalactivity and in those who consume high amounts of fruits and vegetables.,"Lakshmanaswamy, R. Approaches to Understanding Breast Cancer. First edition. London, United Kingdom: Academic Press is an imprint of Elsevier, 2017. Print.",,,,
28fa90a8-dbdb-4b86-b258-50a1a99ca97e,"Hereditary breast and ovarian cancer syndrome is usually caused by genetic mutations in one of two BReast CAncer (BRCA) susceptibility genes, BRCA1 and BRCA2.","Lakshmanaswamy, R. Approaches to Understanding Breast Cancer. First edition. London, United Kingdom: Academic Press is an imprint of Elsevier, 2017. Print.",,,,
83bce0fe-1504-4f5f-9acd-44ccda068ab7,Tumor suppressor genes are essential to the normal biophysiology of human function and development. ,"Lakshmanaswamy, R. Approaches to Understanding Breast Cancer. First edition. London, United Kingdom: Academic Press is an imprint of Elsevier, 2017. Print.",,,,
9150e8db-0fd3-4288-ae95-beecd170889f,Tumor suppressor genes are key to regulating and inhibiting cell growth and proliferation. ,"Lakshmanaswamy, R. Approaches to Understanding Breast Cancer. First edition. London, United Kingdom: Academic Press is an imprint of Elsevier, 2017. Print.",,,,
a4754c2f-337c-47d5-9b08-94e9c512323e,"Specific proteins are created from these genes that have numerous functions and specialize in DNA repair, initiating apoptosis, block tumor cell adhesion, and preventing metastasis. ","Lakshmanaswamy, R. Approaches to Understanding Breast Cancer. First edition. London, United Kingdom: Academic Press is an imprint of Elsevier, 2017. Print.",,,,
766bd84f-2384-40ac-82b2-92359b391406,Mutations can occur within these genes leading to inappropriate and dysfunctional proteins that are unable to perform effectively. ,"Lakshmanaswamy, R. Approaches to Understanding Breast Cancer. First edition. London, United Kingdom: Academic Press is an imprint of Elsevier, 2017. Print.",,,,
3c58fb5e-b359-43e0-92e2-11b661331b2e,"Once mutations occur, there is an increased risk of tumor formation and malignancy. ","Lakshmanaswamy, R. Approaches to Understanding Breast Cancer. First edition. London, United Kingdom: Academic Press is an imprint of Elsevier, 2017. Print.",,,,
